,start_loc,end_loc,lat_x,lon_x,lat_y,lon_y,count
1930,GENESEE CT,DERRICK DR,32.7914365,-117.1597319,32.826099,-117.182587,16810
1931,GENESEE DR,CAMPUS PT CT,32.7914365,-117.1597319,32.8878188,-117.2241007,11546
1932,GENESEE E CT,MT ALIFAN DR,32.8142846,-117.1788998,32.817673,-117.178688,113475
1933,GENEVA AV,HILLTOP DR,32.7167771,-117.0810754,32.7150005,-117.0840492,55322
1934,GENTER ST,PEARL ST,32.8370573,-117.2710786,32.7150005,-117.0840492,81122
1935,GENTER ST,SEA LN,32.8370573,-117.2710786,32.836472,-117.278099,82971
1936,GEORGIA ST,16 ST,32.8370573,-117.2710786,32.836472,-117.278099,44348
1937,GEORGIA ST,FLORIDA ST,32.7483386,-117.1449733,32.7539275,-117.143761,135841
1938,GIBSON ST,KLAUBER AV,32.7483386,-117.1449733,32.722912,-117.054779,3950
1939,GILMAN DR,LA JOLLA VILLAGE DR,32.8509661,-117.236419,32.871796,-117.2313077,6987
1940,GILMAN DR,PALMILLA DR,32.8509661,-117.236419,32.8570864,-117.2272898,15628
1941,GILMAN DR,ROSENDA CT,32.8509661,-117.236419,32.8546537,-117.2298939,7884
1942,GILMAN DR,VIA MALLORCA DR,32.8509661,-117.236419,32.864985,-117.2341896,70535
1943,GILMAN DR,VILLA LA JOLLA DR,32.8509661,-117.236419,32.8661733,-117.2335014,189694
1944,GIRARD AV,HERSCHEL AV,32.8389513,-117.2719999,32.8407637,-117.2713609,18548
1945,GLACIER AV,ORCUTT AV,32.788742,-117.095787,32.7908817,-117.0968305,2782
1946,GLACIER AV,RAINIER AV,32.788742,-117.095787,32.789814,-117.0957869,102257
1947,GLASOE LN,AUTO CIRCLE  LN,32.788742,-117.095787,32.7647187,-117.1539685,7458
1948,GLASOE LN,AUTO CIRCLE LN,32.788742,-117.095787,32.7647187,-117.1539685,17364
1949,GLEASON DR,QUIVIRA END,32.788742,-117.095787,,,23962
1950,GLEASON RD,QUIVIRA EN,32.7731726,-117.2452675,,,18175
1951,GLEENBROOK WY,LA JOLLA VILLAGE DR,32.7731726,-117.2452675,32.871796,-117.2313077,49062
1952,GLENBROOK WY,ROBINHOOD LN,32.866077,-117.241783,32.866077,-117.241783,2365
1953,GLENCREEK CR,RED FERN  CR,32.866077,-117.241783,,,4431
1954,GLENCREEK CR,RED FERN CR,32.866077,-117.241783,,,18682
1955,GLENCREEK CR,REDFERN CR,32.866077,-117.241783,,,5081
1956,GLENDA  WY,REAGAN  RD,32.91687,-117.150414,32.9129167,-117.1385089,12330
1957,GLENDA WY,REAGAN RD,32.91687,-117.150414,32.9129167,-117.1385089,28758
1958,GLENFLORA AV,CASPER DR,32.800049,-117.042847,32.800091,-117.039223,22488
1959,GLENHAVEN ST,HAVETEUR WY,32.8056051,-117.1410521,32.8079754,-117.1365271,55741
1960,GLENROY ST,PRINCESS VIEW CT,32.797661,-117.076843,32.7986355,-117.0770543,15418
1961,GLENROY ST,WARING RD,32.797661,-117.076843,32.7978053,-117.0745863,21648
1962,GLENWICK LN,TORREY PINES RD,32.864594,-117.244698,32.844807,-117.269913,4693
1963,GOLD COAST CT,LIPSCOMB DR,32.864594,-117.244698,32.904068,-117.132973,18357
1964,GOLD COAST DR,MIRAMAR COLLEGE EN,32.864594,-117.244698,32.9093238,-117.1213395,105275
1965,GOLDEN CYPRESS PL,RANCHO SANTA FE FARMS  PL,32.9712596,-117.1823757,32.9093238,-117.1213395,13133
1966,GOLDEN CYPRESS PL,RANCHO SANTA FE FARMS RD,32.9712596,-117.1823757,32.967058,-117.1780516,13469
1967,GOLDEN HAVEN DR,EXCUTIVE DR,32.8720101,-117.2040025,32.876744,-117.2072772,4205
1968,GOLDFINCH ST,FALCON ST,32.7497915,-117.1713854,32.7523544,-117.1704599,105963
1969,GOLDFINCH ST,HAWK ST,32.7497915,-117.1713854,32.7457676,-117.1720498,55315
1970,GOLDSMITH ST,HOMER ST,32.7424673,-117.2170547,32.7457676,-117.1720498,27701
1971,GOLF COURSE DR,CAMINITO CENTRO DR,32.7234591,-117.1366306,32.7457676,-117.1720498,35746
1972,GOLF COURSE DR,CMTO CTRO DR,32.7234591,-117.1366306,32.7457676,-117.1720498,9396
1973,GOLFCREST  DR,COWLES MOUNTAIN  BL,32.79784,-117.042122,32.7457676,-117.1720498,16998
1974,GOLFCREST DR,COWLES MOUNTAIN BL,32.79784,-117.042122,32.7457676,-117.1720498,19110
1975,GOLFCREST DR,FATHER JUNIPERO SERRA TRL,32.79784,-117.042122,32.7457676,-117.1720498,101130
1976,GOLFCREST DR,NAVAJO RD,32.79784,-117.042122,32.804566,-117.0418303,9572
1977,GOLFCREST DR,SOARING DR,32.79784,-117.042122,32.8031512,-117.0284905,88010
1978,GOLFCREST PL,NAVAJO RD,33.165016,-117.239609,32.8031512,-117.0284905,36714
1979,GOODBODY ST,PALM AV,32.582272,-117.05378,32.8031512,-117.0284905,5182
1980,GOODE ST,ALTA VIEW DR,32.688015,-117.030937,32.8031512,-117.0284905,68322
1981,GOODE ST,ALTA VW DR,32.688015,-117.030937,32.676048,-117.038589,11462
1982,GOSHEN ST,GAINES ST,32.765421,-117.1871113,32.7662133,-117.1902193,55522
1983,GOVERNOR DR,CATHER ST,32.765421,-117.1871113,32.860046,-117.194656,1166
1984,GOVERNOR DR,GENESEE CV,32.8507659,-117.2134676,32.8565795,-117.2050941,119321
1985,GOVERNOR DR,ROBBINS ST,32.8507659,-117.2134676,32.855377,-117.195923,28262
1986,GRAMERCY DR,LADDIE LN,32.8028374,-117.1387469,32.8037026,-117.1363909,3689
1987,GRAMERCY DR,VILLAGE GLEN DR,32.8028374,-117.1387469,32.8049759,-117.1313574,20152
1988,GRANADA AV,29 ST,32.8028374,-117.1387469,32.8049759,-117.1313574,53911
1989,GRAND AV,ALLEY N/O GRAND AV,32.8028374,-117.1387469,32.7489909,-117.0836044,51938
1990,GRAND AV,GARNET AV,32.8017518,-117.2223267,32.805519,-117.221603,11921
1991,GRAND AV,HORNBLEND ST,32.8017518,-117.2223267,32.798042,-117.244232,159266
1992,GRAND AV,LORING ST,32.8017518,-117.2223267,32.8048046,-117.2589538,9250
1993,GRAND AV,MORRELL ST,32.8017518,-117.2223267,32.796627,-117.23204,25570
1994,GRAND AV,THOMAS AV,32.8017518,-117.2223267,32.7935508,-117.2552365,87333
1995,GRANDEE PL,PASEO VERANO PL,33.0280184,-117.0620532,,,80352
1996,GRANITE CREST CT,GALLOP CREST CT,32.9357464,-117.1816755,32.9306751,-117.1874835,2449
1997,GRANITE RDG DR,AERO DR,32.8064,-117.120491,32.8096863,-117.1463609,5299
1998,GRANITE RIDGE DR,AERO DR,32.8064,-117.120491,32.8096863,-117.1463609,57079
1999,GRANITE RIDGE DR,CANYON TL,32.8064,-117.120491,32.8096863,-117.1463609,7296
2000,GRANITE RIDGE DR,STONECREST BL,32.8064,-117.120491,32.8096863,-117.1463609,10856
2001,GRANT ST,MORENA BL,33.193207,-117.370064,32.8096863,-117.1463609,17500
2002,GRAPE  ST,HAWTHORN  ST,32.7261645,-117.160248,32.7272059,-117.161171,40212
2003,GRAPE  ST,PIROTTE  DR,32.7261645,-117.160248,32.728302,-117.079674,22331
2004,GRAPE ST,FIR ST,32.7261645,-117.160248,32.728302,-117.079674,10760
2005,GRAPE ST,HAWTHORN ST,32.7261645,-117.160248,32.7272059,-117.161171,525835
2006,GRAPE ST,PIROTTE DR,32.7261645,-117.160248,32.728302,-117.079674,105397
2007,GRAVILLA ST,PEARL ST,32.8291013,-117.276575,32.728302,-117.079674,27222
2008,GREELY AV,MARTIN AV,32.6984855,-117.1225651,32.6991075,-117.1273394,19976
2009,GREEN BAY ST,NESTOR WY,32.575058,-117.0884144,32.5759644,-117.0854773,112239
2010,GREEN VY CT,DEPRISE COVE CT,32.9257094,-117.0339573,32.5759644,-117.0854773,5682
2011,GREENBRIER AV,GREENBRIER AV,32.7971238,-117.0936178,32.7971238,-117.0936178,2410
2012,GREENBRIER AV,IRWIN  AV,32.7971238,-117.0936178,32.7981544,-117.0787838,1911
2013,GREENBRIER AV,IRWIN AV,32.7971238,-117.0936178,32.7981544,-117.0787838,4312
2014,GREENFORD DR,BLACK MNTN RD,32.9112817,-117.1313516,32.7981544,-117.0787838,10139
2015,GREENFORD DR,SEAFOOD CITY DY,32.9112817,-117.1313516,32.7981544,-117.0787838,34776
2016,GREENFORD DR,WESTMORE RD,32.9112817,-117.1313516,32.9178327,-117.1438748,224601
2017,GREENWICH DR,SD 805 ,32.8538076,-117.184088,,,13402
2018,GREENWICH DR,SD 805 DR,32.8538076,-117.184088,,,90776
2019,GREENWOOD ST,RILEY ST,32.8538076,-117.184088,32.767017,-117.1903691,8696
2020,GRESHAM  ST,FANUEL  ST,32.7988355,-117.2444792,32.7947502,-117.2451888,11188
2021,GRESHAM ST,HAINES ST,32.7988355,-117.2444792,32.7990303,-117.242609,152247
2022,GREYLING DR,MURRAY RIDGE  RD,32.7963986,-117.142366,32.7874276,-117.1448427,10442
2023,GREYLING DR,MURRAY RIDGE RD,32.7963986,-117.142366,32.7874276,-117.1448427,27305
2024,GRISSOM ST,NORSTAD AV,32.583256,-117.055397,32.584549,-117.054039,38667
2025,GRISSOM ST,PICARD AV,32.583256,-117.055397,32.579456,-117.05024,20126
2026,GROTON ST,CHAPMAN ST,32.7533794,-117.2213754,32.7532651,-117.223223,18956
2027,GROVE AV,IRIS AV,32.7533794,-117.2213754,32.5693891,-117.0665659,20668
2028,GUIZOT  ST,FROUDE  ST,32.7428106,-117.2413127,32.7416897,-117.2449361,3175
2029,GUIZOT ST,FROUDE ST,32.7428106,-117.2413127,32.7416897,-117.2449361,26047
2030,GULLSTRAND ST,LAKEWOOD ST,32.849491,-117.1908651,32.8523909,-117.187348,56744
2031,GUNN ST,NORTH PARK WY,32.7463219,-117.1310035,32.747417,-117.12656,1566
2032,GURNARD ST,AERO DR,32.807858,-117.103844,32.8096863,-117.1463609,28291
2033,GUYMON ST,F ST,32.7114816,-117.089416,32.8096863,-117.1463609,66936
2034,GUYMON ST,MARKET ST,32.7114816,-117.089416,32.7116497,-117.130337,24272
2035,HAALAND GLEN LN,BRISTOL RIDGE LN,,,32.7116497,-117.130337,2090
2036,HADA DR,MATINAL DR,33.0324306,-117.0816075,33.031479,-117.082932,4520
2037,HAINES ST,INGRAHAM ST,33.0324306,-117.0816075,32.7736568,-117.2349913,199635
2038,HAINES ST,PROMONTORY ST,32.7990303,-117.242609,32.7846637,-117.2372582,8786
2039,HALF MILE  DR,DERBY DOWNS  RD,32.9621547,-117.2334332,32.9652082,-117.233346,34599
2040,HALF MILE DR,DERBY DOWNS RD,32.9621547,-117.2334332,32.9652082,-117.233346,80303
2041,HALLER ST,MAPLE ST,32.729755,-117.112831,32.9652082,-117.233346,605
2042,HANCOCK  ST,W PT LOMA  BL,32.729755,-117.112831,32.753316749999996,-117.24550553465983,20728
2043,HANCOCK ST,MIDWAY DR,32.729755,-117.112831,32.7507333,-117.2128798,35957
2044,HANCOCK ST,MOORE ST,32.746861,-117.193413,32.7476631,-117.1924531,286319
2045,HANCOCK ST,SAN DIEGO AV,32.746861,-117.193413,32.7522126,-117.1939891,107751
2046,HANCOCK ST,SN DIEGO  AV,32.746861,-117.193413,,,23226
2047,HANCOCK ST,W POINT LOMA BL,32.746861,-117.193413,,,87878
2048,HARBOR  DR, NATIONAL AV,32.689965,-117.1315979,32.6961411,-117.1039724,4394
2049,HARBOR DR,BAY FRONT ST,32.689965,-117.1315979,32.6961411,-117.1039724,11170
2050,HARBOR DR,END (SEAPORT VILLAGE) DR,32.689965,-117.1315979,,,5025
2051,HARBOR DR,G ST,32.689965,-117.1315979,32.7125562,-117.1627743,72365
2052,HARBOR DR,L ST,32.689965,-117.1315979,32.7073037,-117.1601662,21885
2053,HARBOR DR,MAIN ST,32.689965,-117.1315979,32.6837975,-117.1129239,90273
2054,HARBOR DR,MARKET PL,32.689965,-117.1315979,32.6837975,-117.1129239,4835
2055,HARBOR DR,NATIONAL AV,32.689965,-117.1315979,32.6961411,-117.1039724,8333
2056,HARBOR IS DR,SPANISH LDG,32.7292895,-117.1952377,32.7284995,-117.20951719886834,35195
2057,HARBOR ISLAND DR,SPANISH LANDING DR,32.7292895,-117.1952377,32.7284995,-117.20951719886834,59245
2058,HARBOR ISLAND E DR,HARBOR ISLAND N DR,32.7086318,-117.1635315,32.7292895,-117.1952377,4716
2059,HARBOR ISLAND N DR,HARBOR ISLAND (RD END) DR,32.7291112,-117.1913113,32.7292895,-117.1952377,6090
2060,HARBOR ISLAND N DR,HARBOR ISLAND (W-END) DR,32.7291112,-117.1913113,32.7292895,-117.1952377,5715
2061,HARBOR ISLAND S DR,N HARBOR ISLAND DR,32.7292895,-117.1952377,,,27630
2062,HARDY AV,CANYON CREST DR,32.7725766,-117.072296,32.7789382,-117.0732876,0
2063,HARDY AV,ZUMA (PVT) ST,32.7725766,-117.072296,32.7789382,-117.0732876,218489
2064,HARJOAN AV,GOWDY AV,32.7935159,-117.145527,32.7946885,-117.1404176,4134
2065,HARLINGTON DR,WESTMORE RD,32.9141549,-117.1340487,32.9178327,-117.1438748,40441
2066,HARNEY ST,OLD TOWN AV,32.7544729,-117.193457,32.7473289,-117.1934447,4423
2067,HARNEY ST,SAN JUAN RD,32.7544729,-117.193457,32.751068,-117.190727,8274
2068,HARNEY ST,TWIGGS ST,32.7544729,-117.193457,32.755101,-117.1943222,24743
2069,HARRIS PLANT  R,1400' S/O KEARNY MS  RD,32.7544729,-117.193457,,,27068
2070,HARRIS PLANT RD,1400' S OF KEARNY MESA RD,32.860351,-117.1165823,,,22039
2071,HARRIS PLANT RD,MIRAMAR WY,32.860351,-117.1165823,32.881184,-117.1194326,126866
2072,HARRISON AV,SICARD ST,32.860351,-117.1165823,32.695259,-117.139214,23908
2073,HARTFIELD  AV,GRAYSON  DR,32.9562855,-117.2302259,32.961311,-117.228416,644
2074,HARTFIELD AV,GRAYSON DR,32.9562855,-117.2302259,32.961311,-117.228416,2389
2075,HARTFORD CT,CLAIREMONT CT,32.7479826,-117.0366097,32.7915036,-117.197949,74901
2076,HARTLEY ST,MARKET ST,32.7101069,-117.0946936,32.7915036,-117.197949,19843
2077,HARVEST RD,SANYO AV,32.5722317,-116.9450828,32.5638216,-116.940769,67107
2078,HASTY ST,BOREN ST,32.743259,-117.060593,32.748074,-117.062973,16156
2079,HATHAWAY ST,ASHFORD ST,32.8189029,-117.1672194,32.8046519,-117.159975,5227
2080,HAVERFIELD  WY,BLACK MTN  RD,32.9244443,-117.1259986,32.9891419,-117.1266465,14902
2081,HAVERFIELD WY,BLACK MTN  RD,32.9244443,-117.1259986,32.9891419,-117.1266465,13434
2082,HAVERFIELD WY,BLACK MTN RD,32.9244443,-117.1259986,32.9891419,-117.1266465,65654
2083,HAWK ST,GOLDFINCH ST,32.7457676,-117.1720498,32.7497915,-117.1713854,35042
2084,HAWK ST,NORMAL ST,32.7457676,-117.1720498,32.7505832,-117.1488631,16247
2085,HAWTHORN  ST,JUNIPER  ST,32.7272059,-117.161171,32.7505832,-117.1488631,8795
2086,HAWTHORN AV,GRAPE ST,32.7272059,-117.161171,32.7261645,-117.160248,3233
2087,HAWTHORN ST,IVY ST,32.7272059,-117.161171,32.7261645,-117.160248,56345
2088,HAWTHORN ST,JUNIPER ST,32.7272059,-117.161171,32.7261645,-117.160248,46601
2089,HAWTHORN ST,LAUREL ST,32.7272059,-117.161171,32.7313776,-117.1624116,228415
2090,HAZARD CENTER DR,MISSION CENTER CT,32.770017,-117.159029,32.7735903,-117.1542676,121484
2091,HAZARD CTR DR,FRIARS RD,32.770017,-117.159029,32.7780229,-117.1408109,42485
2092,HEALTH CENTER DR,BERGER AV,32.7952951,-117.1573389,32.802067,-117.151657,30891
2093,HEALTH CTR DR,BERGER AV,32.7952951,-117.1573389,32.802067,-117.151657,60148
2094,HEALTH CTR DR,CARDINAL RD,32.7952951,-117.1573389,32.7905643,-117.1575206,114536
2095,HEALTH CTR DR,MDW LARK DR,32.7952951,-117.1573389,32.787903,-117.15461,8193
2096,HEALTH CTR DR,MEADOW LARK DR,32.7952951,-117.1573389,32.787903,-117.15461,67677
2097,HEATHERTON CT,POWAY DR,32.9441195,-117.0885586,32.787903,-117.15461,1065
2098,HEINRICH HERTZ DR,SIEMPRE VIVA RD,32.5585951,-116.9384345,32.5558601,-116.9392784,20986
2099,HEMLOCK ST,OCEAN VIEW BL,32.5585951,-116.9384345,32.5558601,-116.9392784,6940
2100,HERBERT ST,CENTRE ST,32.747459,-117.149277,32.750648,-117.147278,30321
2101,HERBERT ST,NORMAL ST,32.747459,-117.149277,32.7505832,-117.1488631,38850
2102,HERBERT ST,PARK BL,32.747459,-117.149277,32.7505832,-117.1488631,14341
2103,HERITAGE RD,PACIFIC RIM CT,32.5710317,-116.9968424,32.566898,-116.992599,159449
2104,HERSCHEL AV,HIGH AV,32.8407637,-117.2713609,32.838379,-117.269531,30355
2105,HERSCHEL AV,IVANHOE AV,32.8407637,-117.2713609,32.8455883,-117.2715591,52850
2106,HERSCHEL ST,HIGH AV,32.8407637,-117.2713609,32.838379,-117.269531,6123
2107,HIBERT ST,MIRA MESA BL,32.9155219,-117.1138845,32.838379,-117.269531,77509
2108,HICKMAN FIELD  DR,CONVOY  ST,32.8398556,-117.1676114,32.835655,-117.152397,8218
2109,HICKMAN FIELD DR,SHAWLINE ST,32.8398556,-117.1676114,32.8325678,-117.1638292,33993
2110,HIDALGO  AV,JUTLAND  DR,32.833134,-117.219833,32.826733,-117.222252,5067
2111,HIDALGO AV,ISLETA AV,32.833134,-117.219833,32.830647,-117.22097,850
2112,HIDALGO AV,JUTLAND DR,32.833134,-117.219833,32.826733,-117.222252,32230
2113,HIDDEN VALLEY PL,E ROSELAND DR,32.845795,-117.2479449,32.849271,-117.2559078,9316
2114,HIERBA DR,RANCHO BERNARDO RD,33.020603,-117.070129,33.0181234,-117.0576313,14917
2115,HIGA  PL,RIOS  RD,33.0113043,-117.0570899,33.014133,-117.06308,20414
2116,HIGA PL,RIOS RD,33.0113043,-117.0570899,33.014133,-117.06308,22420
2117,HIGH BLUFF  DR,D M HTS  PL,32.9438974,-117.2395483,33.014133,-117.06308,46288
2118,HIGH BLUFF  DR,D M HTS PL PL,32.9438974,-117.2395483,33.014133,-117.06308,43212
2119,HIGH BLUFF DR,DEL MAR HTS PL,32.9438974,-117.2395483,33.014133,-117.06308,158071
2120,HIGH BLUFF DR,ELIJAH CT,32.9438974,-117.2395483,32.9468955,-117.2353854,65165
2121,HIGH BLUFF DR,QUARTER MILE DR,32.9438974,-117.2395483,32.9565769,-117.2344484,1832
2122,HIGHLAND AV,45 ST,32.9438974,-117.2395483,32.9565769,-117.2344484,10554
2123,HIGHLAND AV,EUCLID AV,32.7440045,-117.0988089,32.7096389,-117.086031,1900
2124,HIGHLAND RH RD,CAM DEL NORTE RD,32.9789453,-117.0712554,32.7096389,-117.086031,10214
2125,HIGHLAND RH RD,CONFERENCE WY,32.9789453,-117.0712554,32.985699,-117.077087,135151
2126,HIGHLAND RH RD,WAVERLY DOWNS WY,32.9789453,-117.0712554,32.984524,-117.071129,14242
2127,HIGHLAND VY RD,SD 015 RD,33.066231,-117.000473,,,79261
2128,HIGHPLACE DR,LARCHWOOD AV,32.804768,-117.065712,32.808083,-117.065224,4233
2129,HILL  ST,SUNSET CLIFFS  BL,32.804768,-117.065712,,,2486
2130,HILL SOUTH BAY ST,BOLTON HALL RD,32.804768,-117.065712,32.5508061,-117.0380867,5465
2131,HILL ST,BOLTON HALL RD,32.7223997,-117.2388432,32.5508061,-117.0380867,4181
2132,HILL ST,CORDOVA ST,32.7223997,-117.2388432,32.723256,-117.255685,8202
2133,HILL ST,SUNSET CLIFFS BL,32.7223997,-117.2388432,,,9406
2134,HILLERY DR,MIRA MESA BL,32.9129008,-117.1210229,,,65279
2135,HILLERY DR,STANWELL ST,32.9129008,-117.1210229,32.9119838,-117.1352725,19419
2136,HILLSIDE DR,LITTLE ST,32.9129008,-117.1210229,32.849985,-117.2593481,221000
2137,HILLSIDE DR,PRINCESS ST,33.066906,-116.578583,32.8490044,-117.2625433,265356
2138,HILLTOP DR,C ST,32.7150005,-117.0840492,32.716789,-117.1630123,82676
2139,HILLTOP DR,LISE AV,32.7150005,-117.0840492,32.7135821,-117.0866455,54825
2140,HOLIDAY CT,LA JOLLA VILLAGE DR,32.8703,-117.2330057,32.871796,-117.2313077,131308
2141,HOLLISTER ST,CORONADO (SB) AV,32.5726105,-117.0840962,32.871796,-117.2313077,4288
2142,HOLLISTER ST,CORONADO SB AV,32.5726105,-117.0840962,32.871796,-117.2313077,18364
2143,HOLLISTER ST,DAIRY MART  RD,32.5726105,-117.0840962,32.5561947,-117.0624594,2347
2144,HOLLISTER ST,DAIRY MART RD,32.5726105,-117.0840962,32.5561947,-117.0624594,4930
2145,HOLLISTER ST,ORO VISTA RD,32.5726105,-117.0840962,32.5665065,-117.0781973,78813
2146,HOLLISTER ST,ORO VS RD,32.5726105,-117.0840962,32.5665065,-117.0781973,4747
2147,HOLLISTER ST,SD 005 ST,32.5726105,-117.0840962,,,140147
2148,HOME  AV,47 ST,32.5726105,-117.0840962,,,4835
2149,HOME AV,44 ST,32.5726105,-117.0840962,32.755704,-117.1002254,18972
2150,HOME AV,47 ST,32.5726105,-117.0840962,32.755704,-117.1002254,32384
2151,HOME AV,CRENSHAW ST,32.7189404,-117.1104308,32.726078,-117.107689,25206
2152,HOME AV,REDWOOD ST,32.7189404,-117.1104308,32.73783,-117.1342815,18508
2153,HOME AV,RIDGE VIEW DR,32.7189404,-117.1104308,32.731525,-117.093918,10961
2154,HOME AV,UNIVERSITY AV,32.7189404,-117.1104308,32.731525,-117.093918,15382
2155,HONORS DR,REGENTS RD,32.8454176,-117.2231242,32.8626995,-117.2226386,17296
2156,HORADO RD,NIVEL CT,33.0116546,-117.0620049,33.0116942,-117.0645175,1095
2157,HORNBLEND  ST,GARNET  AV,32.798042,-117.244232,32.805519,-117.221603,3760
2158,HORNBLEND ST,GARNET AV,32.798042,-117.244232,32.805519,-117.221603,163741
2159,HORTON AV,WALNUT AV,32.7392086,-117.1732531,32.805519,-117.221603,3393
2160,HOTEL CIRCLE ,"SD 008 R-A, E ",32.7392086,-117.1732531,,,14595
2161,HOTEL CIRCLE N,AVENIDA DEL RIO N,32.7602905,-117.1872659,32.7665806,-117.1643472,7925
2162,HOTEL CIRCLE N ,AVENIDA DEL RIO ,32.7602905,-117.1872659,32.7665806,-117.1643472,29562
2163,HOTEL CIRCLE N RD,FRIARS RD,32.7602905,-117.1872659,32.7780229,-117.1408109,35304
2164,HOTEL CIRCLE PL,SD 008 PL,32.7602905,-117.1872659,,,23146
2165,HOTEL CIRCLE ST,TAYLOR ST,32.7602905,-117.1872659,,,31722
2166,HOWARD  AV,BEYER BL,32.7602905,-117.1872659,,,19355
2167,HOWARD  AV,EL CAJON  BL,32.7602905,-117.1872659,,,21636
2168,HOWARD AV,BEYER BL,32.7602905,-117.1872659,,,11411
2169,HOWARD AV,EL CAJON  BL,32.7602905,-117.1872659,,,7810
2170,HOWARD AV,EL CAJON BL,32.7602905,-117.1872659,,,208045
2171,HUDSON DR,WHELAN DR,32.804661,-117.016319,32.8062782,-117.0209719,4636
2172,HUGO ST,INGELOW ST,32.7268761,-117.2290005,32.7274723,-117.2284781,32334
2173,HURD PL,WASHINGTON ST,32.7268761,-117.2290005,32.7415586,-117.1842436,28180
2174,HYACINTH DR,AMARYLLIS DR,32.7454538,-117.2206764,32.7470531,-117.222125,4065
2175,HYADES WY,PEGASUS AV,32.9201669,-117.1293769,32.8897386,-117.1347412,4327
2176,HYDE PARK DR,NAVAJO RD,32.801014,-117.047081,32.804566,-117.0418303,33758
2177,HYDE PK DR,NAVAJO RD,32.801014,-117.047081,32.804566,-117.0418303,10286
2178,I 805 NB OFF RAMP AV,EUCLID AV,32.801014,-117.047081,32.804566,-117.0418303,9154
2179,I-15 NB ACCESS RD,250' W OF I-15 ACCESS RD,32.801014,-117.047081,32.804566,-117.0418303,39478
2180,I-15 RD,FRIARS RD,32.801014,-117.047081,32.7780229,-117.1408109,22035
2181,I-8 EB ON RAMP ,I-8 WB OFF RAMP ,,,,,18209
2182,ILEX AV,IRIS AV,32.5699022,-117.0883864,32.5693891,-117.0665659,15319
2183,IMPERIAL  AV,60 ST,32.7064323,-117.1252448,32.5693891,-117.0665659,1981
2184,IMPERIAL  AV,OCEAN VIEW  BL,32.7064323,-117.1252448,32.5693891,-117.0665659,5177
2185,IMPERIAL AV,ACACIA ST,32.7064323,-117.1252448,32.741928,-117.027931,3081
2186,IMPERIAL AV,AKINS AV,32.7064323,-117.1252448,32.7099434,-117.0659242,39446
2187,IMPERIAL AV,B ST,32.7064323,-117.1252448,32.7099434,-117.0659242,6642
2188,IMPERIAL AV,BENFIELD CT,32.7064323,-117.1252448,32.701508,-117.098732,3565
2189,IMPERIAL AV,BROADWAY BROADWAY,32.7064323,-117.1252448,32.7158413,-117.13319,4457
2190,IMPERIAL AV,CASTANA ST,32.7064323,-117.1252448,32.70663,-117.0831841,2829
2191,IMPERIAL AV,COMMERCIAL ST,32.7064323,-117.1252448,32.70663,-117.0831841,6413
2192,IMPERIAL AV,L ST,32.7064323,-117.1252448,32.7073037,-117.1601662,2579
2193,IMPERIAL AV,MARKET ST,32.7064323,-117.1252448,32.7073037,-117.1601662,19956
2194,IMPERIAL AV,NATIONAL AV,32.7064323,-117.1252448,32.6961411,-117.1039724,4130
2195,IMPERIAL AV,OCEAN VIEW  BL,32.7064323,-117.1252448,32.6961411,-117.1039724,4978
2196,IMPERIAL AV,OCEAN VW BL,32.7064323,-117.1252448,32.6961411,-117.1039724,4574
2197,IMPERIAL AV,SD 005 AV,32.7064323,-117.1252448,,,16760
2198,IMPERIAL AV,YMCA WY,32.7064323,-117.1252448,32.7048384,-117.0979801,2056
2199,IMPERIAL AVE,OCEAN VIEW BL,32.7064323,-117.1252448,32.7048384,-117.0979801,306
2200,INDIA  ST,WASHINGTON  ST,32.741543,-117.17971,32.7048384,-117.0979801,3902
2201,INDIA ST,COLUMBIA ST,32.741543,-117.17971,32.7048384,-117.0979801,170704
2202,INDIA ST,HAWK ST,32.741543,-117.17971,32.7457676,-117.1720498,30627
2203,INDIA ST,UNIVERSITY AV,32.741543,-117.17971,32.7457676,-117.1720498,148087
2204,INDIA ST,WASHINGTON ST,32.741543,-117.17971,32.7457676,-117.1720498,15030
2205,INGALLS ST,LARK ST,32.7507801,-117.1750446,32.7978821,-116.9492099,8785
2206,INGELOW ST,JARVIS ST,32.7274723,-117.2284781,32.7285619,-117.2287571,99546
2207,INGRAHAM  ST,QUIVIRA ACCESS ,32.7736568,-117.2349913,32.765719,-117.2378225,34547
2208,INGRAHAM ST,EDEN DR,32.7736568,-117.2349913,32.781143,-117.235657,17636
2209,INGRAHAM ST,EDGE CLIFF DR,32.7736568,-117.2349913,32.7807041,-117.2381318,15820
2210,INGRAHAM ST,JEWELL ST,32.7736568,-117.2349913,32.784294,-117.234802,183753
2211,INGRAHAM ST,LAMONT ST,32.7736568,-117.2349913,32.7990444,-117.2347334,8058
2212,INGRAHAM ST,OLNEY ST,32.7736568,-117.2349913,32.8021288,-117.2298464,3153
2213,INGRAHAM ST,PROMONTORY ST,32.7736568,-117.2349913,32.8021288,-117.2298464,5208
2214,INGRAHAM ST,SEA WORLD DR,32.7736568,-117.2349913,32.7649794,-117.2087239,301090
2215,INGRAHAM ST,SOLEDAD MTN (N) RD,32.7736568,-117.2349913,32.7649794,-117.2087239,16801
2216,INGRAHAM ST,YOSEMITE ST,32.7736568,-117.2349913,32.788952,-117.23658,6234
